nohup: ignoring input
../../ex/epivan/base/pseknc-new_rf_base created !!!
../../ex/epivan/base/pseknc-new_rf_base/rank created !!!
experiment: GM12878 pseknc-new_rf
trainSet len:[X=76020,y=76020]
testSet len:[X=4431,y=4431]
第一次
{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': 5, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}
Fitting, totalling 34 fits
[fit 1/34] END n_estimators=10; total=4431, TP=107, TN=4168, FP=52, FN=104; precision=0.673, recall=0.507
accuracy: (test=0.972) average_precision: (test=0.698) balanced_accuracy: (test=0.769) f1: (test=0.653) roc_auc: (test=0.904) 35.06s
[fit 7/34] END n_estimators=70; total=4431, TP=123, TN=4192, FP=28, FN=88; precision=0.815, recall=0.583
accuracy: (test=0.974) average_precision: (test=0.709) balanced_accuracy: (test=0.788) f1: (test=0.680) roc_auc: (test=0.907) 43.59s
[fit 8/34] END n_estimators=80; total=4431, TP=119, TN=4202, FP=18, FN=92; precision=0.869, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.721) balanced_accuracy: (test=0.780) f1: (test=0.684) roc_auc: (test=0.910) 49.54s
[fit 9/34] END n_estimators=90; total=4431, TP=119, TN=4202, FP=18, FN=92; precision=0.869, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.714) balanced_accuracy: (test=0.780) f1: (test=0.684) roc_auc: (test=0.910) 51.57s
[fit 10/34] END n_estimators=100; total=4431, TP=119, TN=4198, FP=22, FN=92; precision=0.844, recall=0.564
accuracy: (test=0.974) average_precision: (test=0.716) balanced_accuracy: (test=0.779) f1: (test=0.676) roc_auc: (test=0.917) 50.31s
[fit 11/34] END n_estimators=110; total=4431, TP=114, TN=4202, FP=18, FN=97; precision=0.864, recall=0.540
accuracy: (test=0.974) average_precision: (test=0.713) balanced_accuracy: (test=0.768) f1: (test=0.665) roc_auc: (test=0.896) 54.95s
[fit 12/34] END n_estimators=120; total=4431, TP=119, TN=4203, FP=17, FN=92; precision=0.875, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.727) balanced_accuracy: (test=0.780) f1: (test=0.686) roc_auc: (test=0.911) 1.00min
[fit 13/34] END n_estimators=130; total=4431, TP=123, TN=4201, FP=19, FN=88; precision=0.866, recall=0.583
accuracy: (test=0.976) average_precision: (test=0.727) balanced_accuracy: (test=0.789) f1: (test=0.697) roc_auc: (test=0.898) 1.08min
[fit 14/34] END n_estimators=140; total=4431, TP=118, TN=4197, FP=23, FN=93; precision=0.837, recall=0.559
accuracy: (test=0.974) average_precision: (test=0.728) balanced_accuracy: (test=0.777) f1: (test=0.670) roc_auc: (test=0.903) 1.08min
[fit 15/34] END n_estimators=150; total=4431, TP=122, TN=4203, FP=17, FN=89; precision=0.878, recall=0.578
accuracy: (test=0.976) average_precision: (test=0.734) balanced_accuracy: (test=0.787) f1: (test=0.697) roc_auc: (test=0.910) 1.05min
[fit 16/34] END n_estimators=160; total=4431, TP=120, TN=4199, FP=21, FN=91; precision=0.851, recall=0.569
accuracy: (test=0.975) average_precision: (test=0.724) balanced_accuracy: (test=0.782) f1: (test=0.682) roc_auc: (test=0.908) 1.12min
[fit 17/34] END n_estimators=170; total=4431, TP=118, TN=4201, FP=19, FN=93; precision=0.861, recall=0.559
accuracy: (test=0.975) average_precision: (test=0.726) balanced_accuracy: (test=0.777) f1: (test=0.678) roc_auc: (test=0.913) 1.16min
[fit 18/34] END n_estimators=180; total=4431, TP=117, TN=4203, FP=17, FN=94; precision=0.873, recall=0.555
accuracy: (test=0.975) average_precision: (test=0.728) balanced_accuracy: (test=0.775) f1: (test=0.678) roc_auc: (test=0.915) 1.19min
[fit 19/34] END n_estimators=190; total=4431, TP=119, TN=4200, FP=20, FN=92; precision=0.856, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.724) balanced_accuracy: (test=0.780) f1: (test=0.680) roc_auc: (test=0.907) 1.29min
[fit 20/34] END n_estimators=200; total=4431, TP=121, TN=4196, FP=24, FN=90; precision=0.834, recall=0.573
accuracy: (test=0.974) average_precision: (test=0.735) balanced_accuracy: (test=0.784) f1: (test=0.680) roc_auc: (test=0.907) 1.39min
[fit 21/34] END n_estimators=210; total=4431, TP=118, TN=4204, FP=16, FN=93; precision=0.881, recall=0.559
accuracy: (test=0.975) average_precision: (test=0.742) balanced_accuracy: (test=0.778) f1: (test=0.684) roc_auc: (test=0.917) 1.56min
[fit 22/34] END n_estimators=220; total=4431, TP=115, TN=4202, FP=18, FN=96; precision=0.865, recall=0.545
accuracy: (test=0.974) average_precision: (test=0.728) balanced_accuracy: (test=0.770) f1: (test=0.669) roc_auc: (test=0.916) 1.64min
[fit 23/34] END n_estimators=230; total=4431, TP=119, TN=4200, FP=20, FN=92; precision=0.856, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.733) balanced_accuracy: (test=0.780) f1: (test=0.680) roc_auc: (test=0.916) 1.78min
[fit 24/34] END n_estimators=240; total=4431, TP=122, TN=4201, FP=19, FN=89; precision=0.865, recall=0.578
accuracy: (test=0.976) average_precision: (test=0.736) balanced_accuracy: (test=0.787) f1: (test=0.693) roc_auc: (test=0.916) 1.78min
[fit 25/34] END n_estimators=250; total=4431, TP=117, TN=4199, FP=21, FN=94; precision=0.848, recall=0.555
accuracy: (test=0.974) average_precision: (test=0.734) balanced_accuracy: (test=0.775) f1: (test=0.670) roc_auc: (test=0.920) 1.82min
[fit 26/34] END n_estimators=260; total=4431, TP=122, TN=4200, FP=20, FN=89; precision=0.859, recall=0.578
accuracy: (test=0.975) average_precision: (test=0.730) balanced_accuracy: (test=0.787) f1: (test=0.691) roc_auc: (test=0.907) 2.01min
[fit 27/34] END n_estimators=270; total=4431, TP=123, TN=4202, FP=18, FN=88; precision=0.872, recall=0.583
accuracy: (test=0.976) average_precision: (test=0.731) balanced_accuracy: (test=0.789) f1: (test=0.699) roc_auc: (test=0.909) 2.25min
[fit 28/34] END n_estimators=280; total=4431, TP=121, TN=4201, FP=19, FN=90; precision=0.864, recall=0.573
accuracy: (test=0.975) average_precision: (test=0.728) balanced_accuracy: (test=0.784) f1: (test=0.689) roc_auc: (test=0.913) 2.32min
[fit 29/34] END n_estimators=290; total=4431, TP=117, TN=4204, FP=16, FN=94; precision=0.880, recall=0.555
accuracy: (test=0.975) average_precision: (test=0.732) balanced_accuracy: (test=0.775) f1: (test=0.680) roc_auc: (test=0.908) 2.29min
[fit 30/34] END n_estimators=300; total=4431, TP=120, TN=4202, FP=18, FN=91; precision=0.870, recall=0.569
accuracy: (test=0.975) average_precision: (test=0.726) balanced_accuracy: (test=0.782) f1: (test=0.688) roc_auc: (test=0.905) 2.47min
[fit 31/34] END n_estimators=310; total=4431, TP=119, TN=4201, FP=19, FN=92; precision=0.862, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.730) balanced_accuracy: (test=0.780) f1: (test=0.682) roc_auc: (test=0.913) 2.54min
[fit 32/34] END n_estimators=320; total=4431, TP=122, TN=4200, FP=20, FN=89; precision=0.859, recall=0.578
accuracy: (test=0.975) average_precision: (test=0.739) balanced_accuracy: (test=0.787) f1: (test=0.691) roc_auc: (test=0.919) 2.54min
[fit 33/34] END n_estimators=330; total=4431, TP=119, TN=4201, FP=19, FN=92; precision=0.862, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.734) balanced_accuracy: (test=0.780) f1: (test=0.682) roc_auc: (test=0.918) 2.82min
[fit 34/34] END n_estimators=340; total=4431, TP=120, TN=4200, FP=20, FN=91; precision=0.857, recall=0.569
accuracy: (test=0.975) average_precision: (test=0.729) balanced_accuracy: (test=0.782) f1: (test=0.684) roc_auc: (test=0.908) 2.51min
clf.best_estimator_params: {'n_estimators': 250}
best params found in line [26] for metric [roc_auc] in rank file
best params found in fit [25] for metric [roc_auc] in run_and_score file
clf.best_scoring_result: [Total: (test=4431) TP: (test=117.000) TN: (test=4199.000) FP: (test=21.000) FN: (test=94.000) precision: (test=0.848) recall: (test=0.555) accuracy: (test=0.974) average_precision: (test=0.734) balanced_accuracy: (test=0.775) f1: (test=0.670) roc_auc: (test=0.920) ]
write rank test to csv!!!
../../ex/epivan/base/pseknc-new_rf_base/rank/GM12878_pseknc-new_rf_base_rank_1_3070.csv write over!!!
第二次
{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 250, 'n_jobs': 5, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}
Fitting, totalling 150 fits
[fit 1/150] END max_depth=None; total=4431, TP=121, TN=4201, FP=19, FN=90; precision=0.864, recall=0.573
accuracy: (test=0.975) average_precision: (test=0.733) balanced_accuracy: (test=0.784) f1: (test=0.689) roc_auc: (test=0.913) 1.96min
[fit 2/150] END max_depth=1; total=4431, TP=123, TN=2217, FP=2003, FN=88; precision=0.058, recall=0.583
accuracy: (test=0.528) average_precision: (test=0.081) balanced_accuracy: (test=0.554) f1: (test=0.105) roc_auc: (test=0.590) 9.32s
[fit 3/150] END max_depth=2; total=4431, TP=119, TN=2295, FP=1925, FN=92; precision=0.058, recall=0.564
accuracy: (test=0.545) average_precision: (test=0.080) balanced_accuracy: (test=0.554) f1: (test=0.106) roc_auc: (test=0.591) 18.95s
[fit 4/150] END max_depth=3; total=4431, TP=119, TN=2454, FP=1766, FN=92; precision=0.063, recall=0.564
accuracy: (test=0.581) average_precision: (test=0.094) balanced_accuracy: (test=0.573) f1: (test=0.114) roc_auc: (test=0.609) 27.41s
[fit 5/150] END max_depth=4; total=4431, TP=116, TN=2699, FP=1521, FN=95; precision=0.071, recall=0.550
accuracy: (test=0.635) average_precision: (test=0.125) balanced_accuracy: (test=0.595) f1: (test=0.126) roc_auc: (test=0.642) 32.51s
[fit 6/150] END max_depth=5; total=4431, TP=118, TN=2922, FP=1298, FN=93; precision=0.083, recall=0.559
accuracy: (test=0.686) average_precision: (test=0.156) balanced_accuracy: (test=0.626) f1: (test=0.145) roc_auc: (test=0.676) 43.47s
[fit 7/150] END max_depth=6; total=4431, TP=120, TN=3181, FP=1039, FN=91; precision=0.104, recall=0.569
accuracy: (test=0.745) average_precision: (test=0.207) balanced_accuracy: (test=0.661) f1: (test=0.175) roc_auc: (test=0.726) 48.65s
[fit 8/150] END max_depth=7; total=4431, TP=124, TN=3470, FP=750, FN=87; precision=0.142, recall=0.588
accuracy: (test=0.811) average_precision: (test=0.268) balanced_accuracy: (test=0.705) f1: (test=0.229) roc_auc: (test=0.777) 55.63s
[fit 9/150] END max_depth=8; total=4431, TP=125, TN=3769, FP=451, FN=86; precision=0.217, recall=0.592
accuracy: (test=0.879) average_precision: (test=0.349) balanced_accuracy: (test=0.743) f1: (test=0.318) roc_auc: (test=0.816) 1.02min
[fit 10/150] END max_depth=9; total=4431, TP=131, TN=3957, FP=263, FN=80; precision=0.332, recall=0.621
accuracy: (test=0.923) average_precision: (test=0.420) balanced_accuracy: (test=0.779) f1: (test=0.433) roc_auc: (test=0.846) 1.12min
[fit 11/150] END max_depth=10; total=4431, TP=130, TN=4044, FP=176, FN=81; precision=0.425, recall=0.616
accuracy: (test=0.942) average_precision: (test=0.488) balanced_accuracy: (test=0.787) f1: (test=0.503) roc_auc: (test=0.866) 1.07min
[fit 12/150] END max_depth=11; total=4431, TP=134, TN=4099, FP=121, FN=77; precision=0.525, recall=0.635
accuracy: (test=0.955) average_precision: (test=0.543) balanced_accuracy: (test=0.803) f1: (test=0.575) roc_auc: (test=0.873) 1.21min
[fit 13/150] END max_depth=12; total=4431, TP=133, TN=4117, FP=103, FN=78; precision=0.564, recall=0.630
accuracy: (test=0.959) average_precision: (test=0.589) balanced_accuracy: (test=0.803) f1: (test=0.595) roc_auc: (test=0.889) 1.29min
[fit 14/150] END max_depth=13; total=4431, TP=133, TN=4143, FP=77, FN=78; precision=0.633, recall=0.630
accuracy: (test=0.965) average_precision: (test=0.624) balanced_accuracy: (test=0.806) f1: (test=0.632) roc_auc: (test=0.890) 1.40min
[fit 15/150] END max_depth=14; total=4431, TP=133, TN=4153, FP=67, FN=78; precision=0.665, recall=0.630
accuracy: (test=0.967) average_precision: (test=0.659) balanced_accuracy: (test=0.807) f1: (test=0.647) roc_auc: (test=0.899) 1.51min
[fit 16/150] END max_depth=15; total=4431, TP=135, TN=4160, FP=60, FN=76; precision=0.692, recall=0.640
accuracy: (test=0.969) average_precision: (test=0.668) balanced_accuracy: (test=0.813) f1: (test=0.665) roc_auc: (test=0.899) 1.53min
[fit 17/150] END max_depth=16; total=4431, TP=130, TN=4171, FP=49, FN=81; precision=0.726, recall=0.616
accuracy: (test=0.971) average_precision: (test=0.694) balanced_accuracy: (test=0.802) f1: (test=0.667) roc_auc: (test=0.897) 1.67min
[fit 18/150] END max_depth=17; total=4431, TP=129, TN=4175, FP=45, FN=82; precision=0.741, recall=0.611
accuracy: (test=0.971) average_precision: (test=0.689) balanced_accuracy: (test=0.800) f1: (test=0.670) roc_auc: (test=0.902) 1.65min
[fit 19/150] END max_depth=18; total=4431, TP=130, TN=4181, FP=39, FN=81; precision=0.769, recall=0.616
accuracy: (test=0.973) average_precision: (test=0.710) balanced_accuracy: (test=0.803) f1: (test=0.684) roc_auc: (test=0.907) 1.76min
[fit 20/150] END max_depth=19; total=4431, TP=126, TN=4177, FP=43, FN=85; precision=0.746, recall=0.597
accuracy: (test=0.971) average_precision: (test=0.712) balanced_accuracy: (test=0.793) f1: (test=0.663) roc_auc: (test=0.911) 1.79min
[fit 21/150] END max_depth=20; total=4431, TP=125, TN=4184, FP=36, FN=86; precision=0.776, recall=0.592
accuracy: (test=0.972) average_precision: (test=0.717) balanced_accuracy: (test=0.792) f1: (test=0.672) roc_auc: (test=0.911) 1.82min
[fit 22/150] END max_depth=21; total=4431, TP=123, TN=4191, FP=29, FN=88; precision=0.809, recall=0.583
accuracy: (test=0.974) average_precision: (test=0.721) balanced_accuracy: (test=0.788) f1: (test=0.678) roc_auc: (test=0.911) 1.66min
[fit 23/150] END max_depth=22; total=4431, TP=123, TN=4187, FP=33, FN=88; precision=0.788, recall=0.583
accuracy: (test=0.973) average_precision: (test=0.720) balanced_accuracy: (test=0.788) f1: (test=0.670) roc_auc: (test=0.906) 1.70min
[fit 24/150] END max_depth=23; total=4431, TP=122, TN=4186, FP=34, FN=89; precision=0.782, recall=0.578
accuracy: (test=0.972) average_precision: (test=0.725) balanced_accuracy: (test=0.785) f1: (test=0.665) roc_auc: (test=0.908) 1.73min
[fit 25/150] END max_depth=24; total=4431, TP=124, TN=4192, FP=28, FN=87; precision=0.816, recall=0.588
accuracy: (test=0.974) average_precision: (test=0.725) balanced_accuracy: (test=0.791) f1: (test=0.683) roc_auc: (test=0.919) 1.81min
[fit 26/150] END max_depth=25; total=4431, TP=125, TN=4189, FP=31, FN=86; precision=0.801, recall=0.592
accuracy: (test=0.974) average_precision: (test=0.721) balanced_accuracy: (test=0.793) f1: (test=0.681) roc_auc: (test=0.910) 1.89min
[fit 27/150] END max_depth=26; total=4431, TP=120, TN=4192, FP=28, FN=91; precision=0.811, recall=0.569
accuracy: (test=0.973) average_precision: (test=0.720) balanced_accuracy: (test=0.781) f1: (test=0.669) roc_auc: (test=0.910) 1.89min
[fit 28/150] END max_depth=27; total=4431, TP=121, TN=4196, FP=24, FN=90; precision=0.834, recall=0.573
accuracy: (test=0.974) average_precision: (test=0.724) balanced_accuracy: (test=0.784) f1: (test=0.680) roc_auc: (test=0.907) 1.91min
[fit 29/150] END max_depth=28; total=4431, TP=118, TN=4194, FP=26, FN=93; precision=0.819, recall=0.559
accuracy: (test=0.973) average_precision: (test=0.728) balanced_accuracy: (test=0.777) f1: (test=0.665) roc_auc: (test=0.906) 1.92min
[fit 30/150] END max_depth=29; total=4431, TP=120, TN=4190, FP=30, FN=91; precision=0.800, recall=0.569
accuracy: (test=0.973) average_precision: (test=0.729) balanced_accuracy: (test=0.781) f1: (test=0.665) roc_auc: (test=0.918) 2.01min
[fit 31/150] END max_depth=30; total=4431, TP=123, TN=4197, FP=23, FN=88; precision=0.842, recall=0.583
accuracy: (test=0.975) average_precision: (test=0.732) balanced_accuracy: (test=0.789) f1: (test=0.689) roc_auc: (test=0.911) 1.89min
[fit 32/150] END max_depth=31; total=4431, TP=121, TN=4199, FP=21, FN=90; precision=0.852, recall=0.573
accuracy: (test=0.975) average_precision: (test=0.733) balanced_accuracy: (test=0.784) f1: (test=0.686) roc_auc: (test=0.914) 1.98min
[fit 33/150] END max_depth=32; total=4431, TP=124, TN=4197, FP=23, FN=87; precision=0.844, recall=0.588
accuracy: (test=0.975) average_precision: (test=0.738) balanced_accuracy: (test=0.791) f1: (test=0.693) roc_auc: (test=0.913) 1.90min
[fit 34/150] END max_depth=33; total=4431, TP=121, TN=4196, FP=24, FN=90; precision=0.834, recall=0.573
accuracy: (test=0.974) average_precision: (test=0.733) balanced_accuracy: (test=0.784) f1: (test=0.680) roc_auc: (test=0.912) 1.93min
[fit 35/150] END max_depth=34; total=4431, TP=119, TN=4197, FP=23, FN=92; precision=0.838, recall=0.564
accuracy: (test=0.974) average_precision: (test=0.730) balanced_accuracy: (test=0.779) f1: (test=0.674) roc_auc: (test=0.910) 1.83min
[fit 36/150] END max_depth=35; total=4431, TP=119, TN=4201, FP=19, FN=92; precision=0.862, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.732) balanced_accuracy: (test=0.780) f1: (test=0.682) roc_auc: (test=0.915) 1.86min
[fit 37/150] END max_depth=36; total=4431, TP=123, TN=4197, FP=23, FN=88; precision=0.842, recall=0.583
accuracy: (test=0.975) average_precision: (test=0.738) balanced_accuracy: (test=0.789) f1: (test=0.689) roc_auc: (test=0.918) 1.82min
[fit 38/150] END max_depth=37; total=4431, TP=123, TN=4202, FP=18, FN=88; precision=0.872, recall=0.583
accuracy: (test=0.976) average_precision: (test=0.739) balanced_accuracy: (test=0.789) f1: (test=0.699) roc_auc: (test=0.917) 1.88min
[fit 39/150] END max_depth=38; total=4431, TP=120, TN=4196, FP=24, FN=91; precision=0.833, recall=0.569
accuracy: (test=0.974) average_precision: (test=0.727) balanced_accuracy: (test=0.782) f1: (test=0.676) roc_auc: (test=0.916) 1.96min
[fit 40/150] END max_depth=39; total=4431, TP=119, TN=4203, FP=17, FN=92; precision=0.875, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.733) balanced_accuracy: (test=0.780) f1: (test=0.686) roc_auc: (test=0.912) 1.97min
[fit 41/150] END max_depth=40; total=4431, TP=119, TN=4199, FP=21, FN=92; precision=0.850, recall=0.564
accuracy: (test=0.974) average_precision: (test=0.734) balanced_accuracy: (test=0.780) f1: (test=0.678) roc_auc: (test=0.912) 1.92min
[fit 42/150] END max_depth=41; total=4431, TP=115, TN=4200, FP=20, FN=96; precision=0.852, recall=0.545
accuracy: (test=0.974) average_precision: (test=0.734) balanced_accuracy: (test=0.770) f1: (test=0.665) roc_auc: (test=0.925) 1.94min
[fit 43/150] END max_depth=42; total=4431, TP=121, TN=4197, FP=23, FN=90; precision=0.840, recall=0.573
accuracy: (test=0.974) average_precision: (test=0.737) balanced_accuracy: (test=0.784) f1: (test=0.682) roc_auc: (test=0.916) 2.09min
[fit 44/150] END max_depth=43; total=4431, TP=122, TN=4198, FP=22, FN=89; precision=0.847, recall=0.578
accuracy: (test=0.975) average_precision: (test=0.729) balanced_accuracy: (test=0.786) f1: (test=0.687) roc_auc: (test=0.916) 1.95min
[fit 45/150] END max_depth=44; total=4431, TP=120, TN=4198, FP=22, FN=91; precision=0.845, recall=0.569
accuracy: (test=0.974) average_precision: (test=0.740) balanced_accuracy: (test=0.782) f1: (test=0.680) roc_auc: (test=0.915) 2.07min
[fit 46/150] END max_depth=45; total=4431, TP=118, TN=4202, FP=18, FN=93; precision=0.868, recall=0.559
accuracy: (test=0.975) average_precision: (test=0.732) balanced_accuracy: (test=0.777) f1: (test=0.680) roc_auc: (test=0.914) 2.02min
[fit 47/150] END max_depth=46; total=4431, TP=120, TN=4200, FP=20, FN=91; precision=0.857, recall=0.569
accuracy: (test=0.975) average_precision: (test=0.728) balanced_accuracy: (test=0.782) f1: (test=0.684) roc_auc: (test=0.908) 2.09min
[fit 48/150] END max_depth=47; total=4431, TP=120, TN=4204, FP=16, FN=91; precision=0.882, recall=0.569
accuracy: (test=0.976) average_precision: (test=0.733) balanced_accuracy: (test=0.782) f1: (test=0.692) roc_auc: (test=0.911) 1.83min
[fit 49/150] END max_depth=48; total=4431, TP=116, TN=4200, FP=20, FN=95; precision=0.853, recall=0.550
accuracy: (test=0.974) average_precision: (test=0.738) balanced_accuracy: (test=0.773) f1: (test=0.669) roc_auc: (test=0.921) 1.87min
[fit 50/150] END max_depth=49; total=4431, TP=116, TN=4201, FP=19, FN=95; precision=0.859, recall=0.550
accuracy: (test=0.974) average_precision: (test=0.726) balanced_accuracy: (test=0.773) f1: (test=0.671) roc_auc: (test=0.913) 1.90min
[fit 51/150] END max_depth=50; total=4431, TP=118, TN=4199, FP=21, FN=93; precision=0.849, recall=0.559
accuracy: (test=0.974) average_precision: (test=0.736) balanced_accuracy: (test=0.777) f1: (test=0.674) roc_auc: (test=0.919) 1.87min
[fit 52/150] END max_depth=51; total=4431, TP=118, TN=4201, FP=19, FN=93; precision=0.861, recall=0.559
accuracy: (test=0.975) average_precision: (test=0.733) balanced_accuracy: (test=0.777) f1: (test=0.678) roc_auc: (test=0.916) 1.90min
[fit 53/150] END max_depth=52; total=4431, TP=121, TN=4205, FP=15, FN=90; precision=0.890, recall=0.573
accuracy: (test=0.976) average_precision: (test=0.736) balanced_accuracy: (test=0.785) f1: (test=0.697) roc_auc: (test=0.913) 1.95min
[fit 54/150] END max_depth=53; total=4431, TP=123, TN=4202, FP=18, FN=88; precision=0.872, recall=0.583
accuracy: (test=0.976) average_precision: (test=0.733) balanced_accuracy: (test=0.789) f1: (test=0.699) roc_auc: (test=0.916) 1.99min
[fit 55/150] END max_depth=54; total=4431, TP=119, TN=4197, FP=23, FN=92; precision=0.838, recall=0.564
accuracy: (test=0.974) average_precision: (test=0.726) balanced_accuracy: (test=0.779) f1: (test=0.674) roc_auc: (test=0.912) 1.98min
[fit 56/150] END max_depth=55; total=4431, TP=117, TN=4200, FP=20, FN=94; precision=0.854, recall=0.555
accuracy: (test=0.974) average_precision: (test=0.730) balanced_accuracy: (test=0.775) f1: (test=0.672) roc_auc: (test=0.914) 1.92min
[fit 57/150] END max_depth=56; total=4431, TP=121, TN=4198, FP=22, FN=90; precision=0.846, recall=0.573
accuracy: (test=0.975) average_precision: (test=0.724) balanced_accuracy: (test=0.784) f1: (test=0.684) roc_auc: (test=0.910) 1.94min
[fit 58/150] END max_depth=57; total=4431, TP=118, TN=4202, FP=18, FN=93; precision=0.868, recall=0.559
accuracy: (test=0.975) average_precision: (test=0.729) balanced_accuracy: (test=0.777) f1: (test=0.680) roc_auc: (test=0.911) 2.06min
[fit 59/150] END max_depth=58; total=4431, TP=120, TN=4200, FP=20, FN=91; precision=0.857, recall=0.569
accuracy: (test=0.975) average_precision: (test=0.731) balanced_accuracy: (test=0.782) f1: (test=0.684) roc_auc: (test=0.918) 1.99min
[fit 60/150] END max_depth=59; total=4431, TP=121, TN=4195, FP=25, FN=90; precision=0.829, recall=0.573
accuracy: (test=0.974) average_precision: (test=0.733) balanced_accuracy: (test=0.784) f1: (test=0.678) roc_auc: (test=0.913) 2.00min
[fit 61/150] END max_depth=60; total=4431, TP=120, TN=4200, FP=20, FN=91; precision=0.857, recall=0.569
accuracy: (test=0.975) average_precision: (test=0.735) balanced_accuracy: (test=0.782) f1: (test=0.684) roc_auc: (test=0.917) 2.09min
[fit 62/150] END max_depth=61; total=4431, TP=121, TN=4199, FP=21, FN=90; precision=0.852, recall=0.573
accuracy: (test=0.975) average_precision: (test=0.729) balanced_accuracy: (test=0.784) f1: (test=0.686) roc_auc: (test=0.913) 1.97min
[fit 63/150] END max_depth=62; total=4431, TP=118, TN=4199, FP=21, FN=93; precision=0.849, recall=0.559
accuracy: (test=0.974) average_precision: (test=0.732) balanced_accuracy: (test=0.777) f1: (test=0.674) roc_auc: (test=0.913) 2.06min
[fit 64/150] END max_depth=63; total=4431, TP=119, TN=4201, FP=19, FN=92; precision=0.862, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.735) balanced_accuracy: (test=0.780) f1: (test=0.682) roc_auc: (test=0.917) 1.94min
[fit 65/150] END max_depth=64; total=4431, TP=122, TN=4199, FP=21, FN=89; precision=0.853, recall=0.578
accuracy: (test=0.975) average_precision: (test=0.735) balanced_accuracy: (test=0.787) f1: (test=0.689) roc_auc: (test=0.915) 1.86min
[fit 66/150] END max_depth=65; total=4431, TP=119, TN=4198, FP=22, FN=92; precision=0.844, recall=0.564
accuracy: (test=0.974) average_precision: (test=0.727) balanced_accuracy: (test=0.779) f1: (test=0.676) roc_auc: (test=0.909) 1.91min
[fit 67/150] END max_depth=66; total=4431, TP=119, TN=4200, FP=20, FN=92; precision=0.856, recall=0.564
accuracy: (test=0.975) average_precision: (test=0.736) balanced_accuracy: (test=0.780) f1: (test=0.680) roc_auc: (test=0.920) 1.89min
